Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1761179556,200,,Aggregated,88.200000,88.200000,4,7,43,45,10000,10000,10000,10000,10000,10000,10000,1612,1603,4,1492.3070684863485,1.7005999980028719,10249.405700000352,140.5254342431762
1761179557,200,,Aggregated,88.700000,88.700000,4,6,36,45,10000,10000,10000,10000,10000,10000,10000,1709,1700,4,1407.998890696289,1.7005999980028719,10249.405700000352,140.41720304271504
1761179558,200,,Aggregated,92.600000,92.600000,3,5,30,45,10000,10000,10000,10000,10000,10000,10000,1801,1792,3,1336.4774124930032,1.7005999980028719,10249.405700000352,140.2082176568573
1761179559,200,,Aggregated,92.700000,92.700000,3,5,22,44,10000,10000,10000,10000,10000,10000,10000,1913,1904,3,1258.685976006244,1.7005999980028719,10249.405700000352,139.97804495556719
1761179560,200,,Aggregated,93.400000,93.400000,3,5,19,44,10000,10000,10000,10000,10000,10000,10000,2004,1995,3,1201.872550049927,1.7005999980028719,10249.405700000352,139.83383233532933
1761179561,200,,Aggregated,96.100000,96.100000,3,5,16,43,10000,10000,10000,10000,10000,10000,10000,2111,2102,3,1141.3661503553196,1.6870000108610839,10249.405700000352,139.59971577451444
1761179562,200,,Aggregated,97.500000,97.500000,3,4,14,43,10000,10000,10000,10000,10000,10000,10000,2210,2201,3,1090.6001722624565,1.6870000108610839,10249.405700000352,139.42171945701358
1761179563,200,,Aggregated,98.600000,98.600000,3,4,11,43,10000,10000,10000,10000,10000,10000,10000,2309,2300,3,1044.1548596362086,1.6870000108610839,10249.405700000352,139.30229536595928
1761179564,200,,Aggregated,97.800000,97.800000,3,4,10,43,54,10000,10000,10000,10000,10000,10000,2412,2403,3,999.9285004975168,1.6870000108610839,10249.405700000352,139.11111111111111
1761179565,200,,Aggregated,99.700000,99.700000,3,4,9,42,50,10000,10000,10000,10000,10000,10000,2508,2499,3,962.0115056220111,1.6870000108610839,10249.405700000352,138.8684210526316
1761179566,200,,Aggregated,99.100000,99.100000,3,4,9,42,49,10000,10000,10000,10000,10000,10000,2611,2602,3,924.4803180390753,1.6870000108610839,10249.405700000352,138.54040597472232
1761179567,200,,Aggregated,99.900000,99.900000,3,4,8,39,48,10000,10000,10000,10000,10000,10000,2695,2686,3,895.9115653061488,1.6870000108610839,10249.405700000352,138.45454545454547
1761179568,200,,Aggregated,97.700000,97.700000,3,4,7,32,47,10000,10000,10000,10000,10000,10000,2801,2792,3,862.2763755801828,1.6870000108610839,10249.405700000352,138.4073545162442
1761179569,200,,Aggregated,99.400000,99.400000,3,4,6,29,47,10000,10000,10000,10000,10000,10000,2892,2883,3,835.3365219917431,1.6870000108610839,10249.405700000352,138.4567773167358
1761179570,200,,Aggregated,99.200000,99.200000,3,4,6,23,47,10000,10000,10000,10000,10000,10000,3004,2995,3,804.45641344879,1.6870000108610839,10249.405700000352,138.43442077230358
1761179571,200,,Aggregated,98.800000,98.800000,3,4,6,20,47,10000,10000,10000,10000,10000,10000,3102,3093,3,779.2798906512566,1.4643000031355768,10249.405700000352,138.38297872340425
1761179572,200,,Aggregated,98.600000,98.600000,3,4,5,17,46,10000,10000,10000,10000,10000,10000,3191,3182,3,757.7117116578655,1.4643000031355768,10249.405700000352,138.42275148856157
1761179573,200,,Aggregated,99.700000,99.700000,3,4,5,15,46,10000,10000,10000,10000,10000,10000,3293,3284,3,734.4447184938645,1.4643000031355768,10249.405700000352,138.4436683874886
1761179574,200,,Aggregated,97.900000,97.900000,3,4,5,13,46,10000,10000,10000,10000,10000,10000,3401,3392,3,711.3396274331816,1.4643000031355768,10249.405700000352,138.410467509556
1761179575,200,,Aggregated,97.000000,97.000000,3,4,5,12,46,10000,10000,10000,10000,10000,10000,3494,3485,3,692.625174384736,1.4643000031355768,10249.405700000352,138.31482541499713
1761179576,200,,Aggregated,98.400000,98.400000,3,4,5,11,46,10000,10000,10000,10000,10000,10000,3594,3585,3,673.5731954925839,1.4643000031355768,10249.405700000352,138.24290484140235
1761179577,200,,Aggregated,97.600000,97.600000,3,4,5,10,46,10000,10000,10000,10000,10000,10000,3691,3682,3,656.065162747303,1.4643000031355768,10249.405700000352,138.20102953129233
1761179578,200,,Aggregated,99.100000,99.100000,3,4,5,9,46,10000,10000,10000,10000,10000,10000,3790,3781,3,639.0749808708026,1.4643000031355768,10249.405700000352,138.24459102902375
1761179579,200,,Aggregated,99.200000,99.200000,3,4,5,8,46,10000,10000,10000,10000,10000,10000,3900,3891,3,621.2613659488026,1.4643000031355768,10249.405700000352,138.1902564102564
1761179580,200,,Aggregated,99.200000,99.200000,3,4,5,8,46,10000,10000,10000,10000,10000,10000,4002,3993,3,605.6627749376148,1.4643000031355768,10249.405700000352,138.0792103948026
1761179581,200,,Aggregated,99.000000,99.000000,3,4,5,8,45,10000,10000,10000,10000,10000,10000,4089,4080,3,592.9230815114478,1.4643000031355768,10249.405700000352,138.0696991929567
1761179582,200,,Aggregated,100.100000,100.100000,3,4,5,7,45,10000,10000,10000,10000,10000,10000,4205,4196,3,576.7692294649919,1.4643000031355768,10249.405700000352,138.05065398335316
1761179583,200,,Aggregated,99.100000,99.100000,3,4,5,7,45,10000,10000,10000,10000,10000,10000,4301,4292,3,564.0965373867248,1.4643000031355768,10249.405700000352,137.9439665194141
1761179584,200,,Aggregated,99.500000,99.500000,3,4,5,7,45,10000,10000,10000,10000,10000,10000,4405,4396,3,550.9277877866906,1.4643000031355768,10249.405700000352,137.97480136208853
1761179585,200,,Aggregated,101.200000,101.200000,3,4,4,7,45,10000,10000,10000,10000,10000,10000,4497,4488,3,539.7921215922564,1.4643000031355768,10249.405700000352,137.9991105181232
1761179586,200,,Aggregated,99.600000,99.600000,3,4,4,6,45,10000,10000,10000,10000,10000,10000,4602,4593,3,527.6447599522751,1.4643000031355768,10249.405700000352,137.94958713602782
1761179587,200,,Aggregated,101.500000,101.500000,3,4,4,6,45,10000,10000,10000,10000,10000,10000,4701,4692,3,516.6549355882523,1.4643000031355768,10249.405700000352,137.9885130823229
1761179588,200,,Aggregated,99.900000,99.900000,3,4,4,6,45,55,10000,10000,10000,10000,10000,4798,4789,3,506.35160043776284,1.4643000031355768,10249.405700000352,137.97874114214255
1761179589,200,,Aggregated,99.700000,99.700000,3,4,4,6,45,52,10000,10000,10000,10000,10000,4903,4894,3,495.6915327555218,1.4643000031355768,10249.405700000352,137.90128492759536
1761179590,200,,Aggregated,100.300000,100.300000,3,4,4,6,45,51,10000,10000,10000,10000,10000,5011,5002,3,485.1681037917124,1.4643000031355768,10249.405700000352,137.89263620035922
1761179591,200,,Aggregated,99.800000,99.800000,3,4,4,6,45,50,10000,10000,10000,10000,10000,5103,5094,3,476.6026406624085,1.4643000031355768,10249.405700000352,137.77385851459925
1761179592,200,,Aggregated,99.700000,99.700000,3,4,4,6,45,50,10000,10000,10000,10000,10000,5212,5203,3,466.7958318496209,1.4643000031355768,10249.405700000352,137.73081350729086
1761179593,200,,Aggregated,100.100000,100.100000,3,4,4,6,45,49,10000,10000,10000,10000,10000,5298,5289,3,459.3312269158683,1.4643000031355768,10249.405700000352,137.72650056625142
